split,track_id,profile,duration_sec,n_total_events_track,event_density_per_sec,class_name,threshold,threshold_mode,TP,FP,FN,precision,recall,f1,mean_abs_time_error_ms,median_abs_time_error_ms,p90_abs_time_error_ms
TEST,test_basic_groove_000586_98bpm,basic_groove,4.28,12,2.803738317757009,T14,0.04,global,1,0,0,1.0,1.0,1.0,18.2500000000001,18.2500000000001,18.2500000000001
TEST,test_basic_groove_000586_98bpm,basic_groove,4.28,12,2.803738317757009,T16,0.04,global,1,1,1,0.5,0.5,0.5,7.66700000000009,7.66700000000009,7.66700000000009
TEST,test_basic_groove_000587_99bpm,basic_groove,4.09,10,2.444987775061125,KD,0.04,global,3,3,1,0.5,0.75,0.6,5.000000000000004,7.332999999999923,7.600200000000057
TEST,test_basic_groove_000587_99bpm,basic_groove,4.09,10,2.444987775061125,SD,0.04,global,3,0,0,1.0,1.0,1.0,26.83300000000005,29.333000000000055,33.13300000000008
TEST,test_basic_groove_000587_99bpm,basic_groove,4.09,10,2.444987775061125,T12,0.04,global,1,2,0,0.3333333333333333,1.0,0.5,2.16700000000003,2.16700000000003,2.16700000000003
TEST,test_basic_groove_000587_99bpm,basic_groove,4.09,10,2.444987775061125,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000587_99bpm,basic_groove,4.09,10,2.444987775061125,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000590_107bpm,basic_groove,3.66,11,3.0054644808743167,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,12.999999999999938,0.24999999999997247,31.04999999999987
TEST,test_basic_groove_000590_107bpm,basic_groove,3.66,11,3.0054644808743167,SD,0.04,global,3,0,1,1.0,0.75,0.8571428571428571,20.694666666666677,11.916999999999955,41.98339999999998
TEST,test_basic_groove_000590_107bpm,basic_groove,3.66,11,3.0054644808743167,T12,0.04,global,1,0,0,1.0,1.0,1.0,21.749999999999936,21.749999999999936,21.749999999999936
TEST,test_basic_groove_000590_107bpm,basic_groove,3.66,11,3.0054644808743167,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000590_107bpm,basic_groove,3.66,11,3.0054644808743167,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000598_94bpm,basic_groove,4.46,10,2.242152466367713,KD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.458500000000031,3.458500000000031,6.225300000000056
TEST,test_basic_groove_000598_94bpm,basic_groove,4.46,10,2.242152466367713,SD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,22.833500000000008,22.833500000000008,29.700300000000027
TEST,test_basic_groove_000598_94bpm,basic_groove,4.46,10,2.242152466367713,T12,0.04,global,1,0,0,1.0,1.0,1.0,27.08299999999997,27.08299999999997,27.08299999999997
TEST,test_basic_groove_000598_94bpm,basic_groove,4.46,10,2.242152466367713,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000598_94bpm,basic_groove,4.46,10,2.242152466367713,T16,0.04,global,1,0,0,1.0,1.0,1.0,41.6669999999999,41.6669999999999,41.6669999999999
TEST,test_basic_groove_000603_111bpm,basic_groove,4.15,12,2.8915662650602405,KD,0.04,global,3,0,1,1.0,0.75,0.8571428571428571,13.611333333333235,5.666999999999867,28.933399999999843
TEST,test_basic_groove_000603_111bpm,basic_groove,4.15,12,2.8915662650602405,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,18.49999999999996,18.49999999999996,18.49999999999996
TEST,test_basic_groove_000603_111bpm,basic_groove,4.15,12,2.8915662650602405,T12,0.04,global,1,0,0,1.0,1.0,1.0,4.750000000000032,4.750000000000032,4.750000000000032
TEST,test_basic_groove_000603_111bpm,basic_groove,4.15,12,2.8915662650602405,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000603_111bpm,basic_groove,4.15,12,2.8915662650602405,T16,0.04,global,0,0,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000607_113bpm,basic_groove,3.83,12,3.133159268929504,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,23.999999999999968,29.166999999999945,39.699799999999954
TEST,test_basic_groove_000607_113bpm,basic_groove,3.83,12,3.133159268929504,SD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,10.94433333333337,6.417000000000117,17.949800000000018
TEST,test_basic_groove_000607_113bpm,basic_groove,3.83,12,3.133159268929504,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000607_113bpm,basic_groove,3.83,12,3.133159268929504,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,50.41700000000016,50.41700000000016,50.41700000000016
TEST,test_basic_groove_000607_113bpm,basic_groove,3.83,12,3.133159268929504,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000610_106bpm,basic_groove,3.9,11,2.8205128205128207,KD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.833499999999988,1.833499999999988,3.3002999999999783
TEST,test_basic_groove_000610_106bpm,basic_groove,3.9,11,2.8205128205128207,SD,0.04,global,3,0,1,1.0,0.75,0.8571428571428571,15.944333333333338,16.666999999999987,25.19980000000004
TEST,test_basic_groove_000610_106bpm,basic_groove,3.9,11,2.8205128205128207,T12,0.04,global,0,0,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000610_106bpm,basic_groove,3.9,11,2.8205128205128207,T14,0.04,global,1,0,0,1.0,1.0,1.0,29.08299999999997,29.08299999999997,29.08299999999997
TEST,test_basic_groove_000610_106bpm,basic_groove,3.9,11,2.8205128205128207,T16,0.04,global,1,0,0,1.0,1.0,1.0,1.0829999999999451,1.0829999999999451,1.0829999999999451
TEST,test_basic_groove_000616_91bpm,basic_groove,3.96,11,2.7777777777777777,KD,0.04,global,1,4,3,0.2,0.25,0.22222222222222224,26.16700000000005,26.16700000000005,26.16700000000005
TEST,test_basic_groove_000616_91bpm,basic_groove,3.96,11,2.7777777777777777,SD,0.04,global,3,0,1,1.0,0.75,0.8571428571428571,11.416666666666629,0.9999999999998899,26.333599999999983
TEST,test_basic_groove_000616_91bpm,basic_groove,3.96,11,2.7777777777777777,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000616_91bpm,basic_groove,3.96,11,2.7777777777777777,T14,0.04,global,1,0,0,1.0,1.0,1.0,12.167000000000039,12.167000000000039,12.167000000000039
TEST,test_basic_groove_000616_91bpm,basic_groove,3.96,11,2.7777777777777777,T16,0.04,global,1,0,0,1.0,1.0,1.0,21.749999999999716,21.749999999999716,21.749999999999716
TEST,test_basic_groove_000617_94bpm,basic_groove,4.15,12,2.8915662650602405,KD,0.04,global,4,3,0,0.5714285714285714,1.0,0.7272727272727273,8.749750000000015,8.83299999999998,15.933000000000064
TEST,test_basic_groove_000617_94bpm,basic_groove,4.15,12,2.8915662650602405,SD,0.04,global,4,2,1,0.6666666666666666,0.8,0.7272727272727272,17.08325000000005,14.958500000000097,23.30820000000005
TEST,test_basic_groove_000617_94bpm,basic_groove,4.15,12,2.8915662650602405,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000617_94bpm,basic_groove,4.15,12,2.8915662650602405,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000617_94bpm,basic_groove,4.15,12,2.8915662650602405,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000623_95bpm,basic_groove,3.87,10,2.5839793281653747,KD,0.04,global,3,0,0,1.0,1.0,1.0,4.722333333333347,2.0000000000000018,10.133600000000031
TEST,test_basic_groove_000623_95bpm,basic_groove,3.87,10,2.5839793281653747,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,12.00000000000001,12.00000000000001,12.00000000000001
TEST,test_basic_groove_000623_95bpm,basic_groove,3.87,10,2.5839793281653747,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.0000000000001137,3.0000000000001137,3.0000000000001137
TEST,test_basic_groove_000623_95bpm,basic_groove,3.87,10,2.5839793281653747,T14,0.04,global,1,0,0,1.0,1.0,1.0,10.666999999999982,10.666999999999982,10.666999999999982
TEST,test_basic_groove_000623_95bpm,basic_groove,3.87,10,2.5839793281653747,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000627_108bpm,basic_groove,4.05,12,2.9629629629629632,KD,0.04,global,2,2,2,0.5,0.5,0.5,20.833500000000004,20.833500000000004,37.50030000000001
TEST,test_basic_groove_000627_108bpm,basic_groove,4.05,12,2.9629629629629632,SD,0.04,global,2,2,2,0.5,0.5,0.5,26.999999999999968,26.999999999999968,45.33359999999998
TEST,test_basic_groove_000627_108bpm,basic_groove,4.05,12,2.9629629629629632,T12,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,5.667000000000089,5.667000000000089,5.667000000000089
TEST,test_basic_groove_000627_108bpm,basic_groove,4.05,12,2.9629629629629632,T14,0.04,global,1,0,0,1.0,1.0,1.0,21.500000000000075,21.500000000000075,21.500000000000075
TEST,test_basic_groove_000627_108bpm,basic_groove,4.05,12,2.9629629629629632,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000629_111bpm,basic_groove,4.01,12,2.9925187032418954,KD,0.04,global,3,1,1,0.75,0.75,0.75,27.249999999999996,34.250000000000114,44.84999999999992
TEST,test_basic_groove_000629_111bpm,basic_groove,4.01,12,2.9925187032418954,SD,0.04,global,3,0,2,1.0,0.6,0.7499999999999999,32.611333333333285,40.916999999999874,42.583400000000005
TEST,test_basic_groove_000629_111bpm,basic_groove,4.01,12,2.9925187032418954,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000629_111bpm,basic_groove,4.01,12,2.9925187032418954,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000629_111bpm,basic_groove,4.01,12,2.9925187032418954,T16,0.04,global,1,0,0,1.0,1.0,1.0,33.332999999999835,33.332999999999835,33.332999999999835
TEST,test_basic_groove_000633_114bpm,basic_groove,3.89,12,3.0848329048843186,KD,0.04,global,2,4,2,0.3333333333333333,0.5,0.4,19.04149999999999,19.04149999999999,33.87469999999998
TEST,test_basic_groove_000633_114bpm,basic_groove,3.89,12,3.0848329048843186,SD,0.04,global,1,4,3,0.2,0.25,0.22222222222222224,3.583000000000003,3.583000000000003,3.583000000000003
TEST,test_basic_groove_000633_114bpm,basic_groove,3.89,12,3.0848329048843186,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000633_114bpm,basic_groove,3.89,12,3.0848329048843186,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000633_114bpm,basic_groove,3.89,12,3.0848329048843186,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,45.33299999999984,45.33299999999984,45.33299999999984
TEST,test_basic_groove_000636_113bpm,basic_groove,3.7,11,2.972972972972973,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,3.4584999999999475,3.4584999999999475,5.825299999999905
TEST,test_basic_groove_000636_113bpm,basic_groove,3.7,11,2.972972972972973,SD,0.04,global,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.0,0.0,0.0
TEST,test_basic_groove_000636_113bpm,basic_groove,3.7,11,2.972972972972973,T12,0.04,global,1,0,0,1.0,1.0,1.0,47.91699999999999,47.91699999999999,47.91699999999999
TEST,test_basic_groove_000636_113bpm,basic_groove,3.7,11,2.972972972972973,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,35.25,35.25,35.25
TEST,test_basic_groove_000636_113bpm,basic_groove,3.7,11,2.972972972972973,T16,0.04,global,1,0,0,1.0,1.0,1.0,48.9170000000001,48.9170000000001,48.9170000000001
TEST,test_basic_groove_000639_101bpm,basic_groove,4.2,10,2.380952380952381,KD,0.04,global,3,2,0,0.6,1.0,0.7499999999999999,25.500000000000043,23.167000000000048,47.299800000000076
TEST,test_basic_groove_000639_101bpm,basic_groove,4.2,10,2.380952380952381,SD,0.04,global,1,0,3,1.0,0.25,0.4,13.33300000000004,13.33300000000004,13.33300000000004
TEST,test_basic_groove_000639_101bpm,basic_groove,4.2,10,2.380952380952381,T12,0.04,global,1,0,0,1.0,1.0,1.0,29.25,29.25,29.25
TEST,test_basic_groove_000639_101bpm,basic_groove,4.2,10,2.380952380952381,T14,0.04,global,1,0,0,1.0,1.0,1.0,8.750000000000036,8.750000000000036,8.750000000000036
TEST,test_basic_groove_000639_101bpm,basic_groove,4.2,10,2.380952380952381,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000644_93bpm,basic_groove,4.38,11,2.5114155251141552,KD,0.04,global,1,5,3,0.16666666666666666,0.25,0.2,0.6669999999999999,0.6669999999999999,0.6669999999999999
TEST,test_basic_groove_000644_93bpm,basic_groove,4.38,11,2.5114155251141552,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,14.9165,14.9165,23.383300000000062
TEST,test_basic_groove_000644_93bpm,basic_groove,4.38,11,2.5114155251141552,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000644_93bpm,basic_groove,4.38,11,2.5114155251141552,T14,0.04,global,1,0,0,1.0,1.0,1.0,26.00000000000002,26.00000000000002,26.00000000000002
TEST,test_basic_groove_000644_93bpm,basic_groove,4.38,11,2.5114155251141552,T16,0.04,global,1,0,0,1.0,1.0,1.0,2.583000000000002,2.583000000000002,2.583000000000002
TEST,test_basic_groove_000648_97bpm,basic_groove,4.09,11,2.6894865525672373,KD,0.04,global,2,4,2,0.3333333333333333,0.5,0.4,4.249999999999989,4.249999999999989,7.116399999999981
TEST,test_basic_groove_000648_97bpm,basic_groove,4.09,11,2.6894865525672373,SD,0.04,global,1,2,3,0.3333333333333333,0.25,0.28571428571428575,12.917000000000067,12.917000000000067,12.917000000000067
TEST,test_basic_groove_000648_97bpm,basic_groove,4.09,11,2.6894865525672373,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000648_97bpm,basic_groove,4.09,11,2.6894865525672373,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000648_97bpm,basic_groove,4.09,11,2.6894865525672373,T16,0.04,global,1,0,0,1.0,1.0,1.0,12.833000000000094,12.833000000000094,12.833000000000094
TEST,test_basic_groove_000650_101bpm,basic_groove,4.06,10,2.4630541871921183,KD,0.04,global,3,1,0,0.75,1.0,0.8571428571428571,12.916666666666723,11.75000000000015,23.95000000000005
TEST,test_basic_groove_000650_101bpm,basic_groove,4.06,10,2.4630541871921183,SD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,15.833499999999999,15.833499999999999,16.96669999999999
TEST,test_basic_groove_000650_101bpm,basic_groove,4.06,10,2.4630541871921183,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,40.08299999999987,40.08299999999987,40.08299999999987
TEST,test_basic_groove_000650_101bpm,basic_groove,4.06,10,2.4630541871921183,T14,0.04,global,1,2,0,0.3333333333333333,1.0,0.5,2.082999999999835,2.082999999999835,2.082999999999835
TEST,test_basic_groove_000650_101bpm,basic_groove,4.06,10,2.4630541871921183,T16,0.04,global,2,0,0,1.0,1.0,1.0,8.166999999999923,8.166999999999923,10.766999999999994
TEST,test_basic_groove_000652_111bpm,basic_groove,3.74,10,2.6737967914438503,KD,0.04,global,2,2,1,0.5,0.6666666666666666,0.5714285714285715,12.00000000000001,12.00000000000001,21.133600000000023
TEST,test_basic_groove_000652_111bpm,basic_groove,3.74,10,2.6737967914438503,SD,0.04,global,3,0,1,1.0,0.75,0.8571428571428571,20.583333333333325,7.417000000000007,44.949799999999975
TEST,test_basic_groove_000652_111bpm,basic_groove,3.74,10,2.6737967914438503,T12,0.04,global,1,0,0,1.0,1.0,1.0,24.916999999999856,24.916999999999856,24.916999999999856
TEST,test_basic_groove_000652_111bpm,basic_groove,3.74,10,2.6737967914438503,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,49.417000000000044,49.417000000000044,49.417000000000044
TEST,test_basic_groove_000652_111bpm,basic_groove,3.74,10,2.6737967914438503,T16,0.04,global,1,0,0,1.0,1.0,1.0,12.833000000000094,12.833000000000094,12.833000000000094
TEST,test_basic_groove_000653_91bpm,basic_groove,4.44,12,2.7027027027027026,KD,0.04,global,3,5,2,0.375,0.6,0.4615384615384615,17.444666666666617,14.16700000000004,33.23339999999986
TEST,test_basic_groove_000653_91bpm,basic_groove,4.44,12,2.7027027027027026,SD,0.04,global,1,2,3,0.3333333333333333,0.25,0.28571428571428575,11.082999999999954,11.082999999999954,11.082999999999954
TEST,test_basic_groove_000653_91bpm,basic_groove,4.44,12,2.7027027027027026,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000653_91bpm,basic_groove,4.44,12,2.7027027027027026,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000653_91bpm,basic_groove,4.44,12,2.7027027027027026,T16,0.04,global,1,0,0,1.0,1.0,1.0,38.08299999999987,38.08299999999987,38.08299999999987
TEST,test_basic_groove_000655_111bpm,basic_groove,3.95,12,3.0379746835443036,KD,0.04,global,4,1,0,0.8,1.0,0.888888888888889,21.521000000000004,21.500000000000075,40.69189999999994
TEST,test_basic_groove_000655_111bpm,basic_groove,3.95,12,3.0379746835443036,SD,0.04,global,3,1,1,0.75,0.75,0.75,33.33333333333326,43.250000000000014,52.383599999999845
TEST,test_basic_groove_000655_111bpm,basic_groove,3.95,12,3.0379746835443036,T12,0.04,global,1,1,1,0.5,0.5,0.5,33.08299999999997,33.08299999999997,33.08299999999997
TEST,test_basic_groove_000655_111bpm,basic_groove,3.95,12,3.0379746835443036,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000655_111bpm,basic_groove,3.95,12,3.0379746835443036,T16,0.04,global,1,0,0,1.0,1.0,1.0,43.16699999999996,43.16699999999996,43.16699999999996
TEST,test_basic_groove_000657_106bpm,basic_groove,3.95,12,3.0379746835443036,KD,0.04,global,3,1,1,0.75,0.75,0.75,2.8886666666666136,2.3329999999999185,5.532999999999921
TEST,test_basic_groove_000657_106bpm,basic_groove,3.95,12,3.0379746835443036,SD,0.04,global,2,2,2,0.5,0.5,0.5,4.291499999999948,4.291499999999948,4.524699999999993
TEST,test_basic_groove_000657_106bpm,basic_groove,3.95,12,3.0379746835443036,T12,0.04,global,1,3,0,0.25,1.0,0.4,50.9170000000001,50.9170000000001,50.9170000000001
TEST,test_basic_groove_000657_106bpm,basic_groove,3.95,12,3.0379746835443036,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,8.499999999999952,8.499999999999952,8.499999999999952
TEST,test_basic_groove_000657_106bpm,basic_groove,3.95,12,3.0379746835443036,T16,0.04,global,0,3,2,0.0,0.0,0.0,,,
TEST,test_basic_groove_000658_100bpm,basic_groove,4.07,12,2.9484029484029484,KD,0.04,global,3,6,2,0.3333333333333333,0.6,0.42857142857142855,7.055666666666571,9.417000000000009,11.283399999999766
TEST,test_basic_groove_000658_100bpm,basic_groove,4.07,12,2.9484029484029484,SD,0.04,global,2,2,2,0.5,0.5,0.5,9.624999999999995,9.624999999999995,9.791399999999983
TEST,test_basic_groove_000658_100bpm,basic_groove,4.07,12,2.9484029484029484,T12,0.04,global,0,3,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000658_100bpm,basic_groove,4.07,12,2.9484029484029484,T14,0.04,global,1,0,0,1.0,1.0,1.0,1.0829999999999451,1.0829999999999451,1.0829999999999451
TEST,test_basic_groove_000658_100bpm,basic_groove,4.07,12,2.9484029484029484,T16,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000671_104bpm,basic_groove,4.14,10,2.4154589371980677,KD,0.04,global,2,4,1,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3334999999999866,0.3334999999999866,0.6002999999999759
TEST,test_basic_groove_000671_104bpm,basic_groove,4.14,10,2.4154589371980677,SD,0.04,global,2,2,2,0.5,0.5,0.5,27.499999999999968,27.499999999999968,47.033599999999986
TEST,test_basic_groove_000671_104bpm,basic_groove,4.14,10,2.4154589371980677,T12,0.04,global,1,0,0,1.0,1.0,1.0,16.33299999999993,16.33299999999993,16.33299999999993
TEST,test_basic_groove_000671_104bpm,basic_groove,4.14,10,2.4154589371980677,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000671_104bpm,basic_groove,4.14,10,2.4154589371980677,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000672_104bpm,basic_groove,4.0,11,2.75,KD,0.04,global,3,1,1,0.75,0.75,0.75,12.222333333333333,14.499999999999957,20.63360000000003
TEST,test_basic_groove_000672_104bpm,basic_groove,4.0,11,2.75,SD,0.04,global,2,2,2,0.5,0.5,0.5,14.374999999999915,14.374999999999915,22.40859999999991
TEST,test_basic_groove_000672_104bpm,basic_groove,4.0,11,2.75,T12,0.04,global,1,0,0,1.0,1.0,1.0,11.749999999999927,11.749999999999927,11.749999999999927
TEST,test_basic_groove_000672_104bpm,basic_groove,4.0,11,2.75,T14,0.04,global,1,0,0,1.0,1.0,1.0,29.916999999999973,29.916999999999973,29.916999999999973
TEST,test_basic_groove_000672_104bpm,basic_groove,4.0,11,2.75,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000674_108bpm,basic_groove,3.93,11,2.7989821882951653,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,13.388999999999939,3.8329999999999753,29.700199999999867
TEST,test_basic_groove_000674_108bpm,basic_groove,3.93,11,2.7989821882951653,SD,0.04,global,2,2,2,0.5,0.5,0.5,6.832999999999978,6.832999999999978,8.233000000000002
TEST,test_basic_groove_000674_108bpm,basic_groove,3.93,11,2.7989821882951653,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000674_108bpm,basic_groove,3.93,11,2.7989821882951653,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_basic_groove_000674_108bpm,basic_groove,3.93,11,2.7989821882951653,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,8.999999999999897,8.999999999999897,8.999999999999897
TEST,test_basic_groove_000691_90bpm,basic_groove,4.42,12,2.7149321266968327,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,5.416500000000046,5.416500000000046,9.749700000000084
TEST,test_basic_groove_000691_90bpm,basic_groove,4.42,12,2.7149321266968327,SD,0.04,global,2,2,3,0.5,0.4,0.4444444444444445,16.54149999999996,16.54149999999996,20.374699999999986
TEST,test_basic_groove_000691_90bpm,basic_groove,4.42,12,2.7149321266968327,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
